customer_id,years_with_company,annual_spend,num_purchases_last_year,customer_growth_rate,customer_satisfaction
1,7,6002.208427083531,14,0.39276907337401984,4.987163061095851
2,15,9167.835739145119,46,-0.013945239112125446,2.50337204501105
3,11,2950.547531522868,29,-0.16414385027976425,4.53328458062198
4,8,1936.70715505142,13,-0.11786010551741753,1.6769127693532426
5,7,6551.629969296427,36,0.46678842071717647,2.348843489815225
6,19,7154.753932254092,45,0.11592676853070788,1.5814684835885506
7,11,6911.502137624615,17,-0.020493325801079376,3.414498085402465
8,11,3261.237112211603,47,0.16488966512543657,3.5530292005693878
9,4,2596.803781377376,43,0.2776426573756602,2.8140159380520493
10,8,9563.596119624237,4,0.023158885630848502,3.8806441986080307
11,3,9240.665131872302,20,0.3076898422127167,4.470609818031971
12,2,4627.434437938921,11,-0.0234235643649586,4.106237240443783
13,12,8477.319274928297,42,-0.12136393756917163,1.9666494276982451
14,6,4578.002428579531,22,0.18479575425836636,2.2815970200699147
15,2,4301.4512789178525,45,-0.0942169268741088,2.521106216182881
16,1,1651.9531812330172,8,0.45833941508939785,1.8150650381279996
17,12,4321.419959270531,28,-0.19968568030770448,2.444944946285674
18,12,5420.427692138089,45,0.3289872699765825,1.9521827074412608
19,17,322.792841543996,41,-0.00436875723016239,4.9829114218346735
20,10,4496.7187512365235,30,0.39226080324065676,4.133001361553625
21,16,7835.426562112483,33,-0.15789438138173734,4.440068280044426
22,15,6832.455958105272,33,0.46710041880970005,4.688587587402643
23,15,6388.0541897529565,47,-0.12902358131689062,3.6600039663932975
24,19,9104.598741528305,36,0.35151792852481173,1.7039062703542585
25,12,278.51689726977713,27,0.16213954954492305,4.03410427790217
26,3,5614.771103303118,20,0.10127635431430948,1.062445866508741
27,5,7894.753599256101,33,-0.0038909498628099115,1.4529217568426356
28,19,5459.220288742546,25,0.3889586746743456,1.118337833253991
29,7,3306.5659705457538,44,-0.06017402172693492,1.5417804651245142
30,9,1448.880594410581,43,0.30486889249500143,4.008016958564578
31,7,8886.874410980294,19,0.11205415571960442,4.541922274128573
32,18,4760.547684637269,47,0.49894650500308885,2.1153611218473136
33,4,8793.340450158445,21,0.22797931411884081,1.4765087863403714
34,14,5899.936012088367,42,-0.12706727732336215,2.0918387546256425
35,18,6774.501954488508,33,0.09366483240639967,3.588455009772019
36,9,8062.1854283466555,3,-0.15359071373036298,2.4008121611184325
37,2,6625.63989154133,14,-4.105592761982635e-05,4.844584096531559
38,15,4040.7429227214834,15,0.04032175641677324,1.523915185745683
39,7,5184.970500893644,33,0.3972236258377219,4.961370095177655
40,12,8050.150694291211,42,0.386591233625275,1.04980676579124
41,8,3799.1379340925437,22,-0.19190994601161918,2.8067718629159253
42,15,3942.402422008121,1,0.17259503050356462,2.0072470927224364
43,3,1047.3321489742113,31,-0.04351937107770232,3.2651418765000573
44,14,9154.385908695302,47,0.024065168631888983,1.3862033279242882
45,17,1001.2595179598732,35,-0.18484410013212538,4.5032915005161165
46,4,6517.2708567407035,20,0.32482210581171905,1.5461056016451882
47,18,4190.625340147697,32,0.4654128430266809,3.3495573297578054
48,8,4115.631963528879,12,-0.046513071780303755,1.1333874522181726
49,4,6827.563182069571,16,0.03924100693348273,2.243968388561639
50,2,764.2279530357994,8,-0.05549620368909505,1.5988916091069796
51,6,5977.687251219203,14,0.45103406454906997,4.9113865829801355
52,10,7743.1146811263125,18,-0.19345082246480128,1.0480854705216358
53,4,8299.306303077283,30,0.20870359690372453,2.409581362051844
54,18,1788.2508549983754,33,0.40953477278550493,2.2111043093450014
55,12,8984.44859577392,34,-0.06958497811925726,3.6294943663270125
56,2,6595.846309289678,44,0.2129967039534575,1.2255118669881804
57,10,8830.36252812476,49,-0.16454632659458057,4.242471086709048
58,4,4904.279099390963,34,0.37020959349746646,2.8660951868272626
59,14,5466.1301164623,49,-0.007899614058943294,2.8110902830451807
60,16,9198.478942583844,7,0.4921273920366824,1.9071595215282753
61,15,9009.10447921125,6,0.4454067343428438,2.960187069212627
62,8,4536.79264635312,6,0.31276117895289973,2.455573821341428
63,14,2816.685053193249,22,0.14778984896004416,1.9805457450090755
64,8,3992.387302186215,8,0.3366123783026312,1.6746677536858412
65,16,3938.8668524445225,37,-0.10857366672006652,3.9133422714940456
66,13,2939.98206232966,15,0.017139747729919802,1.5681718933732247
67,18,2758.938082896369,26,-0.18117252799620007,1.6719279845635486
68,15,8624.523071149222,39,0.25151724912681805,3.3082853890531685
69,13,791.6330147781507,3,0.3638763466570601,1.9043100292889497
70,9,6808.350702785982,10,0.4623998874592173,2.8375058273754905
71,15,1810.9185094188776,3,0.2805550295351688,3.2116694112257855
72,13,3510.6083446012262,30,0.3124638681559105,2.097719027927324
73,1,709.2760379348849,46,0.4268190447644658,2.374217003478003
74,7,2772.7390048690745,22,0.4554646202006883,1.8408273082093816
75,9,7707.368604060697,3,0.14390828490879398,2.8416979566491714
76,1,8861.65171301786,1,-0.12314882720420801,4.969599637349614
77,12,2293.118803833434,33,0.12649211691051004,2.450847603473134
78,8,4689.123608663326,19,0.18925170401060282,3.613321516974157
79,11,4756.208074578343,36,0.24208133997688075,3.543577804077326
80,19,8748.395527021368,34,0.4924991901164914,4.145927331396564
81,17,7651.710623470473,31,0.4422942507035394,3.8476737490017285
82,8,5179.464461843694,43,0.07745494192200991,1.0471189358880681
83,3,6740.3972846705565,24,-0.12058241961050313,2.2368683700146894
84,3,8488.815033702731,12,-0.0496458812441303,4.480933911511682
85,1,194.43564485289494,13,-0.07834026401660564,3.158200874308499
86,5,4088.611307395481,16,0.04920890900429756,1.416896344754628
87,10,9081.707356043078,16,0.41354249876166244,2.104547550696516
88,7,7429.099005355119,20,0.1065779543041035,2.133544461170327
89,9,5474.129605907339,41,0.1970941599785,4.49270941756436
90,7,5343.480817647821,48,-0.07458318761289962,3.21360508428235
91,9,3542.923966283934,27,0.14499379668907753,3.4332944833815984
92,8,5253.153283050994,39,0.4115394049802043,2.468258762400166
93,12,6588.293674688187,13,0.34142428446265377,1.2412415360975952
94,2,4241.794080445052,4,-0.1431664989406849,1.3009931319871142
95,1,7170.116149282522,32,0.40345058812508056,2.681530166511043
96,16,8626.19904987782,45,-0.008320331806051462,1.7099755136383825
97,5,1631.3799970301257,40,0.26600137453797706,1.4170502381375818
98,3,4570.315525892502,34,-0.09753196640008809,2.048974179324717
99,12,4139.398903722303,39,0.2722510590600615,3.9681854424027065
100,8,6905.9015600923085,43,-0.1750089997999857,1.2920732175885177
101,3,2573.6879060535007,17,0.22045129074915243,2.792903636951384
102,1,6438.484058027535,24,0.2521581195329409,4.304348638256114
103,3,8787.143493141732,29,-0.028852300158655114,2.071699260562115
104,5,4239.502837956865,46,0.4558832627973359,2.20749686092165
105,15,9119.055429794278,28,-0.1678193289596644,4.536829114416012
106,14,9932.321015441436,45,0.4241965287494572,3.6000143210550384
107,3,1150.3112944847255,47,0.06732824134977161,4.190848380535254
108,1,2407.2265610501004,22,0.2997403191917541,2.1568168661753426
109,5,9508.759539672723,28,0.2560838991435548,4.987118096837438
110,14,9587.44409616573,25,-0.08222764878040317,1.5635854796399093
111,7,1067.302026328909,41,0.023299492912901093,4.847748350417142
112,9,248.48515373365314,3,0.17077143663877364,4.608396476606746
113,15,1694.8902302385802,13,0.3925571892692247,3.207578596420836
114,15,9960.526555484259,31,0.468402053154828,3.341185919828589
115,10,1881.9962044458,13,-0.18558935666393078,4.1001915139091185
116,13,5075.221306548029,41,0.046790778829706,2.227128424768242
117,19,8499.33549166206,18,0.2677007472077238,3.109879128218063
118,7,301.9759458132428,37,0.1694106032698669,4.609503174918018
119,17,6084.440924358749,43,0.46011548109973127,1.2729961489394443
120,4,2842.5519438092806,34,-0.18812139582483656,4.622114677428877
121,5,8637.115672753343,17,0.10641757903234511,3.9151117571569896
